2020-10-09,4330.316166894,1,4,19842,2550,87
2020-10-31,4313.782566054,1,8,19842,2550,87
2020-11-13,14.990456013,1,8,19842,19838,0
2020-11-24,2623.39579283,1,8,19842,2533,87
2020-12-03,2688.51639163,1,8,19842,2508,87,30,802,-84,-16
2020-12-11,3670.36021788,1,8,19842,2533,87,32,931,-76,-20
2020-12-12,5529.460337685,1,8,19842,2519,87,33,1026,-76,-20
2020-12-13,4314.106042013,1,8,19842,2519,87,33,1041,-76,-20
