2020-08-04,90.984509206,1,8,2329,350,85
2020-08-06,85.089961549,1,8,2329,350,85
2020-08-06,6.848210122,1,8,350,350,0
2020-08-06,7.390914893,1,8,2329,1326,43
2020-08-08,54.028297512,1,8,2329,678,71
2020-08-08,50.002739907,1,8,2329,679,71
2020-08-08,49.555316698,1,8,2329,678,71
2020-08-08,49.435929844,1,8,2329,678,71
2020-08-08,52.415968353,1,8,2329,678,71
2020-08-08,50.070903033,1,8,2329,678,71
2020-08-08,50.907914792,1,8,2329,678,71
2020-08-08,50.414210239,1,8,2329,678,71
2020-08-08,57.412534182,1,8,2329,678,71
2020-08-08,49.345734506,1,8,2329,678,71
2020-08-08,53.073001481,1,8,2329,678,71
2020-08-08,52.214806913,1,8,2329,677,71
2020-08-08,50.039506692,1,8,2329,678,71
2020-08-08,56.397335934,1,8,2329,678,71
2020-08-08,51.142746953,1,8,2329,679,71
2020-08-09,49.177492029,1,8,2329,679,71
2020-08-09,61.427165352,1,8,2329,678,71
2020-08-09,60.635416983,1,8,2329,678,71
2020-08-09,63.303314553,1,8,2329,677,71
2020-08-09,60.015597526,1,8,2329,678,71
2020-08-09,60.619321341,1,8,2329,677,71
2020-08-09,60.6077711,1,8,2329,678,71
2020-08-09,60.258017659,1,8,2329,678,71
2020-08-09,59.983598799,1,8,2329,678,71
2020-08-09,0.489502474,1,8,2329,1553,33
2020-08-09,0.477262967,1,8,2329,1553,33
2020-08-09,0.490383294,1,8,2329,1553,33
2020-08-09,0.488696778,1,8,2329,1553,33
2020-08-09,0.49897024,1,8,2329,1553,33
2020-08-09,0.477439351,1,8,2329,1553,33
2020-08-09,0.488193383,1,8,2329,1553,33
2020-08-09,0.477637435,1,8,2329,1553,33
2020-08-09,0.476086677,1,8,2329,1553,33
2020-08-09,0.490585686,1,8,2329,1553,33
2020-08-09,0.476158781,1,8,2329,1553,33
2020-08-09,0.486978012,1,8,2329,1553,33
2020-08-09,0.465328235,1,8,2329,1553,33
2020-08-09,0.489610442,1,8,2329,1553,33
2020-08-09,0.486736933,1,8,2329,1553,33
2020-08-09,0.471345619,1,8,2329,1553,33
2020-08-09,0.488930324,1,8,2329,1553,33
2020-08-09,0.4984803,1,8,2329,1553,33
2020-08-09,0.516376532,1,8,2329,1553,33
2020-08-09,0.48459997,1,8,2329,1553,33
2020-08-09,0.487401218,1,8,2329,1553,33
2020-08-09,0.486001507,1,8,2329,1553,33
2020-08-09,0.489757641,1,8,2329,1553,33
2020-08-09,0.487457286,1,8,2329,1553,33
2020-08-09,0.47741929,1,8,2329,1553,33
2020-08-09,0.487873115,1,8,2329,1553,33
2020-08-09,0.473569132,1,8,2329,1553,33
2020-08-09,0.489672368,1,8,2329,1553,33
2020-08-09,0.48470133,1,8,2329,1553,33
2020-08-09,5.407818718,1,8,2329,1590,32
2020-08-09,47.19777695,1,8,2329,678,71
2020-08-09,47.85169316,1,8,2329,678,71
2020-08-09,47.483798757,1,8,2329,678,71
2020-08-10,48.71437081,1,8,2329,528,77
2020-08-10,49.068712342,1,8,2329,522,78
2020-08-18,48.521350231,1,8,2329,522,78
2020-08-28,72.21667059,1,8,2329,528,77
2020-08-28,69.633060333,1,8,2329,522,78
2020-08-28,69.315167759,1,8,2329,522,78
2020-09-04,52.756145515,1,8,2329,678,71
2020-09-17,4.435343069,1,8,2329,1757,25
2020-09-17,4.04168852,1,8,2329,1757,25
2020-09-17,0.242974966,1,8,2329,1553,33
2020-09-17,0.231895809,1,8,2329,1553,33
2020-09-17,0.248852114,1,8,2329,1553,33
2020-09-17,6.065099495,1,8,2329,1497,36
2020-09-17,26.654944799,1,8,2329,934,60
2020-09-17,30.283087129,1,8,2329,933,60
2020-09-17,30.038831091,1,8,2329,933,60
2020-09-17,31.062473205,1,8,2329,934,60
2020-09-17,76.956800375,1,8,2329,669,71
2020-09-18,89.748422949,1,4,2329,691,70
2020-09-18,87.894283036,1,8,2329,669,71
2020-09-23,93.578763397,1,8,2329,669,71
2020-09-23,90.344095789,1,8,2329,669,71
2020-09-23,96.611380744,1,8,2329,669,71
2020-09-23,89.762753987,1,8,2329,669,71
2020-09-23,90.140233324,1,8,2329,669,71
2020-09-24,91.917212363,1,8,2329,669,71
2020-09-24,88.928050466,1,8,2329,669,71
2020-09-24,90.079619808,1,8,2329,669,71
2020-09-24,94.33511768,1,8,2329,669,71
2020-09-24,90.359585184,1,8,2329,669,71
2020-09-24,91.124347029,1,8,2329,669,71
2020-09-24,90.033226857,1,8,2329,669,71
2020-09-24,90.145139463,1,8,2329,669,71
2020-09-24,89.057141426,1,8,2329,669,71
2020-09-24,90.052017381,1,8,2329,669,71
2020-09-24,90.807014865,1,8,2329,669,71
2020-09-24,89.921996697,1,8,2329,669,71
2020-09-24,89.975554251,1,8,2329,669,71
2020-09-24,87.957932567,1,8,2329,670,71
2020-09-24,88.776692208,1,8,2329,669,71
2020-09-24,89.362214615,1,8,2329,669,71
2020-09-24,88.117172743,1,8,2329,669,71
