2020-07-23,3449.294043774,4,4,11405,4242,63
2020-08-04,2844.818581303,1,8,11405,4247,63
2020-08-04,3194.008459534,1,8,11405,3043,73
2020-08-04,14.009629745,1,8,2956,3369,-14
2020-08-05,25.546524646,1,1,3369,3380,0
2020-08-05,58.435866156,1,1,3380,3089,9
2020-08-05,58.74709027,1,1,3380,3089,9
2020-08-05,185.150905789,1,8,4242,3018,29
2020-08-05,174.76415707,1,8,4242,3018,29
2020-08-05,129.611478405,1,8,4242,3031,29
2020-08-05,81.169460768,1,8,4242,2975,30
2020-08-06,3177.047992542,1,8,11405,3154,72
2020-08-06,583.56256965,1,8,3154,2984,5
2020-08-06,4.475489763,1,1,3154,3143,0
2020-08-06,11.946975068,1,1,3154,3143,0
2020-08-06,11.201732378,1,1,3154,3143,0
2020-08-06,11.118082891,1,1,3154,3143,0
2020-08-28,1637.811923764,1,4,11405,3694,68
